board,subject,grade,chapter,concept,skill,prereq_concepts_L1_same_chapter,prereq_skills_L1_same_chapter,prereq_concepts_L2_cross_chapter,prereq_skills_L2_cross_chapter
CBSE,Maths,Grade 1,Chapter 8,Numerals (21-50): Number sequences by counting forward and backward,Determine the missing number in a backward counting sequence between 21 and 50,"[""Number sequence and ordering (1 to 100)"", ""Numerals (21-50): Number names and numerals""]","[""Count backwards from a given number up to 100""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Number sequences"", ""reason"": ""Counting forward and backward within 10-20 establishes the sequencing skill that is then extended to the 21-50 range.""}]",[]
CBSE,Maths,Grade 1,Chapter 8,Numerals (21-50): Number sequences by counting forward and backward,Construct the next few numbers in a sequence given a starting point within 21-50,"[""Number sequence and ordering (1 to 100)"", ""Numerals (21-50): Number names and numerals""]","[""Recite number names from 21 to 50 in standard order""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Number sequences"", ""reason"": ""Counting forward and backward within 10-20 establishes the sequencing skill that is then extended to the 21-50 range.""}]",[]
CBSE,Maths,Grade 1,Chapter 8,Numbers 51 to 99,Recite number names from fifty-one to ninety-nine in standard order,"[""Numerals (21-50): Number names and numerals"", ""Numerals (10-50): Identification and writing of numbers"", ""Numerals (21-50): Matching objects with numbers and creating groups""]",[],"[{""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Number names and object correspondence"", ""reason"": ""Derived from skill prerequisite: 'Recite number names from 10 to 20 in standard order' (in Chapter 5) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Number names (one to nine)"", ""reason"": ""Derived from skill prerequisite: 'Describe numbers 1 to 9 using their number names' (in Chapter 3) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Identifying and writing numbers"", ""reason"": ""Derived from skill prerequisite: 'Write numerals from 10 to 20' (in Chapter 5) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 5"", ""skill"": ""Recite number names from 10 to 20 in standard order"", ""reason"": ""The tens-plus-units naming convention learned for 10-20 is the base pattern extended when reciting names for 51-99.""}]"
CBSE,Maths,Grade 1,Chapter 8,Numbers 51 to 99,Read and write number names from twenty-one to one hundred,"[""Numerals (21-50): Number names and numerals"", ""Numerals (10-50): Identification and writing of numbers"", ""Numerals (21-50): Matching objects with numbers and creating groups""]","[""Recite number names from fifty-one to ninety-nine in standard order"", ""Recite number names from 21 to 50 in standard order""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Number names and object correspondence"", ""reason"": ""Derived from skill prerequisite: 'Recite number names from 10 to 20 in standard order' (in Chapter 5) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Number names (one to nine)"", ""reason"": ""Derived from skill prerequisite: 'Describe numbers 1 to 9 using their number names' (in Chapter 3) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Identifying and writing numbers"", ""reason"": ""Derived from skill prerequisite: 'Write numerals from 10 to 20' (in Chapter 5) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 3"", ""skill"": ""Describe numbers 1 to 9 using their number names"", ""reason"": ""Knowing the number names for single digits 1-9 is required to form compound number names like twenty-one through ninety-nine.""}]"
CBSE,Maths,Grade 1,Chapter 8,Numbers 51 to 99,Identify and write numerals from 51 to 99,"[""Numerals (21-50): Number names and numerals"", ""Numerals (10-50): Identification and writing of numbers"", ""Numerals (21-50): Matching objects with numbers and creating groups""]","[""Identify numerals from 10 to 50 shown in isolation"", ""Distinguish between visually similar numerals in the 10-50 range""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Number names and object correspondence"", ""reason"": ""Derived from skill prerequisite: 'Recite number names from 10 to 20 in standard order' (in Chapter 5) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Number names (one to nine)"", ""reason"": ""Derived from skill prerequisite: 'Describe numbers 1 to 9 using their number names' (in Chapter 3) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Identifying and writing numbers"", ""reason"": ""Derived from skill prerequisite: 'Write numerals from 10 to 20' (in Chapter 5) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 5"", ""skill"": ""Write numerals from 10 to 20"", ""reason"": ""The two-digit numeral writing skill established for 10-20 is the foundational technique extended to write numerals from 51 to 99.""}]"
CBSE,Maths,Grade 1,Chapter 8,Numbers 51 to 99,Match a given picture of objects with its correct numeral between 51 and 99,"[""Numerals (21-50): Number names and numerals"", ""Numerals (10-50): Identification and writing of numbers"", ""Numerals (21-50): Matching objects with numbers and creating groups""]","[""Count a given picture of objects and state the matching numeral"", ""Identify and write numerals from 51 to 99""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Number names and object correspondence"", ""reason"": ""Derived from skill prerequisite: 'Recite number names from 10 to 20 in standard order' (in Chapter 5) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Number names (one to nine)"", ""reason"": ""Derived from skill prerequisite: 'Describe numbers 1 to 9 using their number names' (in Chapter 3) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Identifying and writing numbers"", ""reason"": ""Derived from skill prerequisite: 'Write numerals from 10 to 20' (in Chapter 5) is a prerequisite of a skill under this concept.""}]",[]
CBSE,Maths,Grade 1,Chapter 8,Numbers 51 to 99,Count objects and write the corresponding number from 21 to 100,"[""Numerals (21-50): Number names and numerals"", ""Numerals (10-50): Identification and writing of numbers"", ""Numerals (21-50): Matching objects with numbers and creating groups""]","[""Count a given picture of objects and state the matching numeral"", ""Identify and write numerals from 51 to 99""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Number names and object correspondence"", ""reason"": ""Derived from skill prerequisite: 'Recite number names from 10 to 20 in standard order' (in Chapter 5) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Number names (one to nine)"", ""reason"": ""Derived from skill prerequisite: 'Describe numbers 1 to 9 using their number names' (in Chapter 3) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Identifying and writing numbers"", ""reason"": ""Derived from skill prerequisite: 'Write numerals from 10 to 20' (in Chapter 5) is a prerequisite of a skill under this concept.""}]",[]
CBSE,Maths,Grade 1,Chapter 8,Number 100,Identify the numeral 100 shown in isolation,"[""Numbers 51 to 99""]",[],[],[]
CBSE,Maths,Grade 1,Chapter 8,Number 100,Read and write the number name for one hundred,"[""Numbers 51 to 99""]","[""Recite number names from fifty-one to ninety-nine in standard order""]",[],[]
CBSE,Maths,Grade 1,Chapter 8,Number 100,Associate a group of 100 objects with the numeral 100,"[""Numbers 51 to 99""]","[""Count objects and write the corresponding number from 21 to 100""]",[],[]
CBSE,Maths,Grade 1,Chapter 8,Grouping objects in tens,Group objects into tens to count larger quantities,"[""Numbers 51 to 99""]","[""Count objects and write the corresponding number from 21 to 100""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Grouping objects into 10s"", ""reason"": ""The basic technique of bundling ten objects together, first introduced with numbers up to 20, is required before grouping larger quantities into tens.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Place value of tens and ones"", ""reason"": ""Derived from skill prerequisite: 'Identify the tens digit and ones digit in a two-digit number' (in Chapter 5) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Composing and decomposing numbers"", ""reason"": ""Derived from skill prerequisite: 'Decompose a two-digit number into tens and ones (e.g., 17=10+7)' (in Chapter 5) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 5"", ""skill"": ""Construct groups of ten from loose objects"", ""reason"": ""The ability to physically form a group of ten from loose objects is required before using this grouping strategy to count larger quantities.""}]"
CBSE,Maths,Grade 1,Chapter 8,Grouping objects in tens,Determine the number of tens and ones in a given quantity of objects,"[""Numbers 51 to 99""]","[""Group objects into tens to count larger quantities""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Grouping objects into 10s"", ""reason"": ""The basic technique of bundling ten objects together, first introduced with numbers up to 20, is required before grouping larger quantities into tens.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Place value of tens and ones"", ""reason"": ""Derived from skill prerequisite: 'Identify the tens digit and ones digit in a two-digit number' (in Chapter 5) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Composing and decomposing numbers"", ""reason"": ""Derived from skill prerequisite: 'Decompose a two-digit number into tens and ones (e.g., 17=10+7)' (in Chapter 5) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 5"", ""skill"": ""Identify the tens digit and ones digit in a two-digit number"", ""reason"": ""Recognising which digit represents tens and which represents ones in a two-digit number is required before determining tens and ones counts from a quantity of objects.""}, {""chapter"": ""Chapter 5"", ""skill"": ""Decompose a two-digit number into tens and ones (e.g., 17=10+7)"", ""reason"": ""Breaking a two-digit number into its tens and ones parts is the same operation needed to determine tens and ones in a quantity of objects.""}]"
CBSE,Maths,Grade 1,Chapter 8,Grouping objects in tens,Explain how bundles of ten and loose ones represent a two-digit number,"[""Numbers 51 to 99""]","[""Determine the number of tens and ones in a given quantity of objects""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Grouping objects into 10s"", ""reason"": ""The basic technique of bundling ten objects together, first introduced with numbers up to 20, is required before grouping larger quantities into tens.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Place value of tens and ones"", ""reason"": ""Derived from skill prerequisite: 'Identify the tens digit and ones digit in a two-digit number' (in Chapter 5) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Composing and decomposing numbers"", ""reason"": ""Derived from skill prerequisite: 'Decompose a two-digit number into tens and ones (e.g., 17=10+7)' (in Chapter 5) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 5"", ""skill"": ""Explain how each digit of a two-digit number represents an amount of tens or ones"", ""reason"": ""Understanding that each digit position represents a tens or ones value is a direct precursor to explaining how physical bundles of ten and loose ones represent that same number.""}]"
CBSE,Maths,Grade 1,Chapter 8,Tens frames representation of numbers,Represent numbers using tens frames,"[""Grouping objects in tens""]","[""Group objects into tens to count larger quantities""]","[{""chapter"": ""Chapter 4"", ""concept"": ""Place value — tens and units (11 to 20)"", ""reason"": ""Derived from skill prerequisite: 'Colour tens frames to represent given numbers up to 20' (in Chapter 4) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 4"", ""skill"": ""Colour tens frames to represent given numbers up to 20"", ""reason"": ""Using tens frames to represent numbers up to 20 is the introductory version of the same representational technique extended to larger numbers here.""}]"
CBSE,Maths,Grade 1,Chapter 8,Tens frames representation of numbers,Identify the number represented by a filled tens frame,"[""Grouping objects in tens""]","[""Represent numbers using tens frames""]","[{""chapter"": ""Chapter 4"", ""concept"": ""Place value — tens and units (11 to 20)"", ""reason"": ""Derived from skill prerequisite: 'Colour tens frames to represent given numbers up to 20' (in Chapter 4) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 4"", ""skill"": ""Colour tens frames to represent given numbers up to 20"", ""reason"": ""Familiarity with reading quantities from a tens frame for numbers up to 20 is needed before identifying numbers from a filled tens frame in the extended range.""}]"
CBSE,Maths,Grade 1,Chapter 8,Tens frames representation of numbers,Construct a tens frame representation for a given number,"[""Grouping objects in tens""]","[""Represent numbers using tens frames""]","[{""chapter"": ""Chapter 4"", ""concept"": ""Place value — tens and units (11 to 20)"", ""reason"": ""Derived from skill prerequisite: 'Colour tens frames to represent given numbers up to 20' (in Chapter 4) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 4"", ""skill"": ""Colour tens frames to represent given numbers up to 20"", ""reason"": ""Building a tens frame representation for numbers up to 20 is the same skill, at a smaller scale, that is extended to constructing tens frames for larger numbers.""}]"
CBSE,Maths,Grade 1,Chapter 8,Number sequence and ordering (1 to 100),Fill in missing numbers in a sequence from 1 to 100,"[""Numerals (21-50): Number sequences by counting forward and backward"", ""Numerals (21-50): Matching objects with numbers and creating groups""]","[""Construct the next few numbers in a sequence given a starting point within 21-50""]","[{""chapter"": ""Chapter 4"", ""concept"": ""Ordering numbers in sequence up to 20"", ""reason"": ""Ordering numbers within a small range up to 20 is the foundational skill extended to ordering numbers across the full 1-100 range.""}, {""chapter"": ""Chapter 4"", ""concept"": ""Comparing numbers up to 20 (smallest and biggest)"", ""reason"": ""Comparing numbers to find smallest and biggest within 20 underlies the ability to sequence and order numbers up to 100.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 1-20: Estimating group size and number line position"", ""reason"": ""Derived from skill prerequisite: 'Determine the approximate position of a number on the number line' (in Chapter 5) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 13"", ""concept"": ""Number positions (just before, just after, between)"", ""reason"": ""Derived from skill prerequisite: 'Identify numbers that come just before, just after, or between given numbers' (in Chapter 13) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Ordering numbers"", ""reason"": ""Derived from skill prerequisite: 'Sequence up to three numbers in increasing order' (in Chapter 5) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 4"", ""skill"": ""Identify missing numbers in a sequence up to 20"", ""reason"": ""Finding missing numbers within a short sequence up to 20 is the foundational sequencing skill extended to sequences up to 100.""}]"
CBSE,Maths,Grade 1,Chapter 8,Number sequence and ordering (1 to 100),Count backwards from a given number up to 100,"[""Numerals (21-50): Number sequences by counting forward and backward"", ""Numerals (21-50): Matching objects with numbers and creating groups""]","[""Count a given picture of objects and state the matching numeral""]","[{""chapter"": ""Chapter 4"", ""concept"": ""Ordering numbers in sequence up to 20"", ""reason"": ""Ordering numbers within a small range up to 20 is the foundational skill extended to ordering numbers across the full 1-100 range.""}, {""chapter"": ""Chapter 4"", ""concept"": ""Comparing numbers up to 20 (smallest and biggest)"", ""reason"": ""Comparing numbers to find smallest and biggest within 20 underlies the ability to sequence and order numbers up to 100.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 1-20: Estimating group size and number line position"", ""reason"": ""Derived from skill prerequisite: 'Determine the approximate position of a number on the number line' (in Chapter 5) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 13"", ""concept"": ""Number positions (just before, just after, between)"", ""reason"": ""Derived from skill prerequisite: 'Identify numbers that come just before, just after, or between given numbers' (in Chapter 13) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Ordering numbers"", ""reason"": ""Derived from skill prerequisite: 'Sequence up to three numbers in increasing order' (in Chapter 5) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 4"", ""skill"": ""Count backwards from a given number towards zero"", ""reason"": ""Counting backward within a smaller range towards zero is the base skill needed before counting backward from any number up to 100.""}]"
CBSE,Maths,Grade 1,Chapter 8,Number sequence and ordering (1 to 100),Identify the correct position of a number on a number line or ginladi,"[""Numerals (21-50): Number sequences by counting forward and backward"", ""Numerals (21-50): Matching objects with numbers and creating groups""]","[""Fill in missing numbers in a sequence from 1 to 100""]","[{""chapter"": ""Chapter 4"", ""concept"": ""Ordering numbers in sequence up to 20"", ""reason"": ""Ordering numbers within a small range up to 20 is the foundational skill extended to ordering numbers across the full 1-100 range.""}, {""chapter"": ""Chapter 4"", ""concept"": ""Comparing numbers up to 20 (smallest and biggest)"", ""reason"": ""Comparing numbers to find smallest and biggest within 20 underlies the ability to sequence and order numbers up to 100.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 1-20: Estimating group size and number line position"", ""reason"": ""Derived from skill prerequisite: 'Determine the approximate position of a number on the number line' (in Chapter 5) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 13"", ""concept"": ""Number positions (just before, just after, between)"", ""reason"": ""Derived from skill prerequisite: 'Identify numbers that come just before, just after, or between given numbers' (in Chapter 13) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Ordering numbers"", ""reason"": ""Derived from skill prerequisite: 'Sequence up to three numbers in increasing order' (in Chapter 5) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 5"", ""skill"": ""Determine the approximate position of a number on the number line"", ""reason"": ""Understanding how numbers correspond to positions on a number line for smaller numbers is required before locating numbers on a number line up to 100.""}]"
CBSE,Maths,Grade 1,Chapter 8,Number sequence and ordering (1 to 100),Identify numbers that come between two given numbers,"[""Numerals (21-50): Number sequences by counting forward and backward"", ""Numerals (21-50): Matching objects with numbers and creating groups""]","[""Fill in missing numbers in a sequence from 1 to 100""]","[{""chapter"": ""Chapter 4"", ""concept"": ""Ordering numbers in sequence up to 20"", ""reason"": ""Ordering numbers within a small range up to 20 is the foundational skill extended to ordering numbers across the full 1-100 range.""}, {""chapter"": ""Chapter 4"", ""concept"": ""Comparing numbers up to 20 (smallest and biggest)"", ""reason"": ""Comparing numbers to find smallest and biggest within 20 underlies the ability to sequence and order numbers up to 100.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 1-20: Estimating group size and number line position"", ""reason"": ""Derived from skill prerequisite: 'Determine the approximate position of a number on the number line' (in Chapter 5) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 13"", ""concept"": ""Number positions (just before, just after, between)"", ""reason"": ""Derived from skill prerequisite: 'Identify numbers that come just before, just after, or between given numbers' (in Chapter 13) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Ordering numbers"", ""reason"": ""Derived from skill prerequisite: 'Sequence up to three numbers in increasing order' (in Chapter 5) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 13"", ""skill"": ""Identify numbers that come just before, just after, or between given numbers"", ""reason"": ""This is the exact prior skill of identifying between-numbers, which is applied here to the extended number range up to 100.""}]"
CBSE,Maths,Grade 1,Chapter 8,Number sequence and ordering (1 to 100),Sequence given numbers up to 100 in increasing or decreasing order,"[""Numerals (21-50): Number sequences by counting forward and backward"", ""Numerals (21-50): Matching objects with numbers and creating groups""]","[""Fill in missing numbers in a sequence from 1 to 100"", ""Count backwards from a given number up to 100""]","[{""chapter"": ""Chapter 4"", ""concept"": ""Ordering numbers in sequence up to 20"", ""reason"": ""Ordering numbers within a small range up to 20 is the foundational skill extended to ordering numbers across the full 1-100 range.""}, {""chapter"": ""Chapter 4"", ""concept"": ""Comparing numbers up to 20 (smallest and biggest)"", ""reason"": ""Comparing numbers to find smallest and biggest within 20 underlies the ability to sequence and order numbers up to 100.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 1-20: Estimating group size and number line position"", ""reason"": ""Derived from skill prerequisite: 'Determine the approximate position of a number on the number line' (in Chapter 5) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 13"", ""concept"": ""Number positions (just before, just after, between)"", ""reason"": ""Derived from skill prerequisite: 'Identify numbers that come just before, just after, or between given numbers' (in Chapter 13) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Ordering numbers"", ""reason"": ""Derived from skill prerequisite: 'Sequence up to three numbers in increasing order' (in Chapter 5) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 4"", ""skill"": ""Arrange numbers up to 20 from biggest to smallest"", ""reason"": ""Ordering a small set of numbers up to 20 is the foundational sequencing skill that is extended to sequencing numbers up to 100.""}, {""chapter"": ""Chapter 5"", ""skill"": ""Sequence up to three numbers in increasing order"", ""reason"": ""Practicing increasing-order sequencing with a few small numbers is required before sequencing larger sets of numbers up to 100.""}, {""chapter"": ""Chapter 5"", ""skill"": ""Sequence up to three numbers in decreasing order"", ""reason"": ""Practicing decreasing-order sequencing with a few small numbers is required before sequencing larger sets of numbers up to 100.""}]"
