board,subject,grade,chapter,concept,skill,prereq_concepts_L1_same_chapter,prereq_skills_L1_same_chapter,prereq_concepts_L2_cross_chapter,prereq_skills_L2_cross_chapter
CBSE,Maths,Grade 1,Chapter 7,Comparing objects by weight,Compare the weight of two or more objects and rank them,"[""Comparing length and height of objects using non-standard units""]","[""Identify which of two objects is heavier or lighter by lifting or holding them""]",[],[]
CBSE,Maths,Grade 1,Chapter 7,"Comparing thickness (thick, thicker, thickest, thin, thinner, thinnest)",Identify the thickest and thinnest object from a given set,"[""Comparing length and height of objects using non-standard units""]","[""Compare two or more objects and arrange them by thickness""]",[],[]
CBSE,Maths,Grade 1,Chapter 7,"Comparing thickness (thick, thicker, thickest, thin, thinner, thinnest)","Describe objects using vocabulary such as thick, thicker, thickest, thin, thinner, thinnest","[""Comparing length and height of objects using non-standard units""]",[],[],[]
CBSE,Maths,Grade 1,Chapter 7,"Comparing thickness (thick, thicker, thickest, thin, thinner, thinnest)",Compare two or more objects and arrange them by thickness,"[""Comparing length and height of objects using non-standard units""]","[""Describe objects using vocabulary such as thick, thicker, thickest, thin, thinner, thinnest""]",[],[]
CBSE,Maths,Grade 1,Chapter 7,Near and far (spatial distance concepts),Identify objects that are near and far from a given point,"[""Comparing length and height of objects using non-standard units""]",[],"[{""chapter"": ""Chapter 1"", ""concept"": ""Positional words: near and far"", ""reason"": ""Students must already know the basic positional vocabulary of near and far before they can apply it to compare spatial distances in this chapter.""}]","[{""chapter"": ""Chapter 1"", ""skill"": ""Define and use the positional words near and far to describe the distance of objects from a reference point"", ""reason"": ""Recognizing objects as near or far in this chapter relies on having already learned what the terms near and far mean relative to a reference point.""}]"
CBSE,Maths,Grade 1,Chapter 7,Near and far (spatial distance concepts),Describe the position of objects using near and far,"[""Comparing length and height of objects using non-standard units""]",[],"[{""chapter"": ""Chapter 1"", ""concept"": ""Positional words: near and far"", ""reason"": ""Students must already know the basic positional vocabulary of near and far before they can apply it to compare spatial distances in this chapter.""}]","[{""chapter"": ""Chapter 1"", ""skill"": ""Define and use the positional words near and far to describe the distance of objects from a reference point"", ""reason"": ""Describing an object's position using near/far vocabulary requires the prior definition and usage practice of these positional terms.""}]"
CBSE,Maths,Grade 1,Chapter 7,Near and far (spatial distance concepts),Compare the distance of two objects from a reference point using near-far vocabulary,"[""Comparing length and height of objects using non-standard units""]","[""Identify objects that are near and far from a given point""]","[{""chapter"": ""Chapter 1"", ""concept"": ""Positional words: near and far"", ""reason"": ""Students must already know the basic positional vocabulary of near and far before they can apply it to compare spatial distances in this chapter.""}]","[{""chapter"": ""Chapter 1"", ""skill"": ""Identify which objects in a picture or environment are near and which are far relative to a given reference point"", ""reason"": ""Comparing two objects' distances using near-far vocabulary builds on the earlier skill of identifying individual objects as near or far relative to a reference point.""}]"
CBSE,Maths,Grade 1,Chapter 7,"Comparing capacity (holds more, holds less)",Identify which container holds more or less water,"[""Comparing length and height of objects using non-standard units""]",[],[],[]
CBSE,Maths,Grade 1,Chapter 7,"Comparing capacity (holds more, holds less)",Compare the capacity of containers by filling them with a common unit such as a cup or glass,"[""Comparing length and height of objects using non-standard units""]","[""Identify which container holds more or less water""]",[],[]
CBSE,Maths,Grade 1,Chapter 7,"Comparing capacity (holds more, holds less)",Select an appropriate quantity of water needed for a given activity,"[""Comparing length and height of objects using non-standard units""]","[""Identify which container holds more or less water""]",[],[]
CBSE,Maths,Grade 1,Chapter 7,"Comparing capacity (holds more, holds less)","Describe containers using vocabulary such as holds more, holds less","[""Comparing length and height of objects using non-standard units""]",[],[],[]
