board,subject,grade,chapter,concept,skill,prereq_concepts_L1_same_chapter,prereq_skills_L1_same_chapter,prereq_concepts_L2_cross_chapter,prereq_skills_L2_cross_chapter
CBSE,Maths,Grade 1,Chapter 5,Numerals 10-20: Composing and decomposing numbers,"Decompose a two-digit number into tens and ones (e.g., 17=10+7)",[],[],"[{""chapter"": ""Chapter 3"", ""concept"": ""Composing numbers up to 9 by addition of smaller numbers"", ""reason"": ""Breaking a two-digit number into tens and ones builds on the earlier skill of composing a number from two smaller addend parts.""}]","[{""chapter"": ""Chapter 3"", ""skill"": ""Identify different pairs of smaller numbers that combine to form a given number up to 9"", ""reason"": ""Splitting a number into two parts that sum to the whole is the same conceptual skill first practised with numbers up to 9.""}]"
CBSE,Maths,Grade 1,Chapter 5,Numerals 10-20: Composing and decomposing numbers,Compose a two-digit number from given tens and ones,[],[],"[{""chapter"": ""Chapter 3"", ""concept"": ""Composing numbers up to 9 by addition of smaller numbers"", ""reason"": ""Breaking a two-digit number into tens and ones builds on the earlier skill of composing a number from two smaller addend parts.""}]","[{""chapter"": ""Chapter 3"", ""skill"": ""Construct different addition combinations for a given number, concretely and pictorially"", ""reason"": ""Combining a tens part and a ones part into a whole number extends the earlier practice of combining two addends to form a given number.""}]"
CBSE,Maths,Grade 1,Chapter 5,Numerals 10-20: Composing and decomposing numbers,Explain the role of zero as a placeholder in a two-digit number,[],[],"[{""chapter"": ""Chapter 3"", ""concept"": ""Composing numbers up to 9 by addition of smaller numbers"", ""reason"": ""Breaking a two-digit number into tens and ones builds on the earlier skill of composing a number from two smaller addend parts.""}]",[]
CBSE,Maths,Grade 1,Chapter 5,Numerals 10-20: Place value of tens and ones,Identify the tens digit and ones digit in a two-digit number,"[""Numerals 10-20: Composing and decomposing numbers""]","[""Compose a two-digit number from given tens and ones""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Numerals 10-20: Place value of tens and ones,Explain how each digit of a two-digit number represents an amount of tens or ones,"[""Numerals 10-20: Composing and decomposing numbers""]",[],[],[]
CBSE,Maths,Grade 1,Chapter 5,Numerals 10-20: Place value of tens and ones,Represent tens and ones of a number using pictures or concrete objects,"[""Numerals 10-20: Composing and decomposing numbers""]",[],[],[]
CBSE,Maths,Grade 1,Chapter 5,Addition using vertical algorithm without carryover (up to 20),Calculate the sum of two 2-digit numbers up to 20 using vertical arrangement without carryover,[],"[""Apply the vertical addition algorithm to solve numerical problems up to 20""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Addition using vertical algorithm without carryover (up to 20),Apply the vertical addition algorithm to solve numerical problems up to 20,[],[],[],[]
CBSE,Maths,Grade 1,Chapter 5,Numerals 10-20: Comparing groups,"Determine whether one group has more, less, or the same number of items as another","[""Numerals 10-20: Number names and object correspondence""]","[""Compare numbers up to 20 using more than, less than, or equal to""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Comparing quantities: more than, less than, equal to"", ""reason"": ""Comparing groups of 10-20 objects extends the more/less/equal comparison concept first learned with smaller quantities.""}]",[]
CBSE,Maths,Grade 1,Chapter 5,Numerals 10-20: Comparing groups,Construct groups with an equal number of items numerically and pictorially,"[""Numerals 10-20: Number names and object correspondence""]",[],"[{""chapter"": ""Chapter 3"", ""concept"": ""Comparing quantities: more than, less than, equal to"", ""reason"": ""Comparing groups of 10-20 objects extends the more/less/equal comparison concept first learned with smaller quantities.""}]",[]
CBSE,Maths,Grade 1,Chapter 5,Numerals 10-20: Comparing groups,"Compare numbers up to 20 using more than, less than, or equal to","[""Numerals 10-20: Number names and object correspondence""]","[""Recite number names from 10 to 20 in standard order""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Comparing quantities: more than, less than, equal to"", ""reason"": ""Comparing groups of 10-20 objects extends the more/less/equal comparison concept first learned with smaller quantities.""}]","[{""chapter"": ""Chapter 3"", ""skill"": ""Compare two groups of objects and identify which has more, less, or equal number"", ""reason"": ""Comparing numbers up to 20 extends the more/less/equal comparison procedure first learned with smaller quantities.""}]"
CBSE,Maths,Grade 1,Chapter 5,Numerals 10-20: Number sequences,Complete a number sequence by counting forward from 10 to 20,"[""Numerals 10-20: Number names and object correspondence""]","[""Recite number names from 10 to 20 in standard order""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Numerals 10-20: Number sequences,Complete a number sequence by counting backward from 20 to 10,"[""Numerals 10-20: Number names and object correspondence""]","[""Recite number names from 10 to 20 in standard order"", ""Complete a number sequence by counting forward from 10 to 20""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Numerals 10-20: Ordering numbers,Sequence up to three numbers in increasing order,"[""Numerals 10-20: Comparing groups""]","[""Compare numbers up to 20 using more than, less than, or equal to""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Ordering numbers from smallest to largest"", ""reason"": ""Ordering numbers 10-20 depends on the ordering procedure already established with numbers 1-9.""}]","[{""chapter"": ""Chapter 3"", ""skill"": ""Arrange numbers 1 to 9 in order from smallest to largest"", ""reason"": ""Sequencing numbers up to 20 in increasing order is the same ordering procedure first practised on numbers 1-9.""}]"
CBSE,Maths,Grade 1,Chapter 5,Numerals 10-20: Ordering numbers,Sequence up to three numbers in decreasing order,"[""Numerals 10-20: Comparing groups""]","[""Compare numbers up to 20 using more than, less than, or equal to""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Ordering numbers from smallest to largest"", ""reason"": ""Ordering numbers 10-20 depends on the ordering procedure already established with numbers 1-9.""}]","[{""chapter"": ""Chapter 3"", ""skill"": ""Arrange numbers 1 to 9 in order from smallest to largest"", ""reason"": ""Decreasing-order sequencing depends on the ordering procedure first learned with smaller numbers.""}]"
CBSE,Maths,Grade 1,Chapter 5,Numerals 10-20: Ordering numbers,"Arrange numbers concretely, pictorially, and numerically in order","[""Numerals 10-20: Comparing groups""]","[""Sequence up to three numbers in increasing order"", ""Sequence up to three numbers in decreasing order""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Ordering numbers from smallest to largest"", ""reason"": ""Ordering numbers 10-20 depends on the ordering procedure already established with numbers 1-9.""}]",[]
CBSE,Maths,Grade 1,Chapter 5,Numerals 1-20: Estimating group size and number line position,Estimate group size using broad ranges such as less than 5 or more than 10,"[""Numerals 10-20: Counting fluency"", ""Numerals 10-20: Comparing groups"", ""Numerals 10-20: Number sequences""]","[""Count objects fluently from 1 to 10"", ""Compare numbers up to 20 using more than, less than, or equal to""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Numerals 1-20: Estimating group size and number line position,Determine the approximate position of a number on the number line,"[""Numerals 10-20: Counting fluency"", ""Numerals 10-20: Comparing groups"", ""Numerals 10-20: Number sequences""]","[""Compare numbers up to 20 using more than, less than, or equal to"", ""Complete a number sequence by counting forward from 10 to 20""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Numerals 10-20: Counting fluency,Recite numbers 1 to 10 fluently without hesitation,"[""Numerals 10-20: Number names and object correspondence""]",[],[],[]
CBSE,Maths,Grade 1,Chapter 5,Numerals 10-20: Counting fluency,Count objects fluently from 1 to 10,"[""Numerals 10-20: Number names and object correspondence""]","[""Recite number names from 10 to 20 in standard order""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Fluency in addition for 1-digit numbers up to 10,Calculate sums of 1-digit numbers including zero with fluency up to a total of 10,"[""Numerals 10-20: Counting fluency""]","[""Count objects fluently from 1 to 10""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Adding 1-digit numbers pictorially (sum up to 9)"", ""reason"": ""Becoming fluent with sums up to 10 depends on already having mastered addition facts for sums up to 9.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Concept of adding zero to a number"", ""reason"": ""Derived from skill prerequisite: 'Calculate sums involving zero, concretely, pictorially and numerically' (in Chapter 3) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 3"", ""skill"": ""Calculate sums involving zero, concretely, pictorially and numerically"", ""reason"": ""Fluency with sums up to 10 including zero builds directly on the zero-addition facts mastered for numbers up to 9.""}]"
CBSE,Maths,Grade 1,Chapter 5,Fluency in addition for 1-digit numbers up to 10,Apply known addition facts to quickly solve sums up to 10,"[""Numerals 10-20: Counting fluency""]","[""Calculate sums of 1-digit numbers including zero with fluency up to a total of 10""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Adding 1-digit numbers pictorially (sum up to 9)"", ""reason"": ""Becoming fluent with sums up to 10 depends on already having mastered addition facts for sums up to 9.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Concept of adding zero to a number"", ""reason"": ""Derived from skill prerequisite: 'Calculate sums involving zero, concretely, pictorially and numerically' (in Chapter 3) is a prerequisite of a skill under this concept.""}]",[]
CBSE,Maths,Grade 1,Chapter 5,Addition using vertical algorithm with carryover (up to 20),Calculate the sum of two 2-digit numbers up to 20 using vertical arrangement with carryover,"[""Numerals 10-20: Composing and decomposing numbers"", ""Addition using vertical algorithm without carryover (up to 20)""]","[""Apply carryover procedure while adding two-digit numbers vertically"", ""Decompose a two-digit number into tens and ones (e.g., 17=10+7)""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Addition using vertical algorithm with carryover (up to 20),Apply carryover procedure while adding two-digit numbers vertically,"[""Numerals 10-20: Composing and decomposing numbers"", ""Addition using vertical algorithm without carryover (up to 20)""]","[""Calculate the sum of two 2-digit numbers up to 20 using vertical arrangement without carryover""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Addition-based real life problems (numbers up to 20),Determine the addition operation required for an orally presented real-life problem,"[""Addition as combining two groups (aggregation)"", ""Addition as adding more to an existing group (augmentation)"", ""Addition using vertical algorithm without carryover (up to 20)""]","[""Identify situations that involve joining two groups together"", ""Distinguish augmentation situations from combining-groups situations""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Addition-based real life problems (numbers up to 20),Solve orally presented addition word problems involving numbers up to 20,"[""Addition as combining two groups (aggregation)"", ""Addition as adding more to an existing group (augmentation)"", ""Addition using vertical algorithm without carryover (up to 20)""]","[""Determine the addition operation required for an orally presented real-life problem"", ""Calculate the sum of two 2-digit numbers up to 20 using vertical arrangement without carryover""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,"Fluency in subtraction (1-1 digit and 2-1 digit, including 0)",Calculate subtraction facts for 1-digit minus 1-digit numbers including zero,"[""Fluency in addition for 1-digit numbers up to 10"", ""Numerals 10-20: Place value of tens and ones""]","[""Calculate sums of 1-digit numbers including zero with fluency up to a total of 10""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,"Fluency in subtraction (1-1 digit and 2-1 digit, including 0)",Calculate subtraction facts for 2-digit minus 1-digit numbers,"[""Fluency in addition for 1-digit numbers up to 10"", ""Numerals 10-20: Place value of tens and ones""]","[""Calculate subtraction facts for 1-digit minus 1-digit numbers including zero"", ""Identify the tens digit and ones digit in a two-digit number""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Subtraction using vertical algorithm without borrowing (up to 20),Calculate the difference of two numbers up to 20 using vertical arrangement without borrowing,"[""Numerals 10-20: Place value of tens and ones""]","[""Apply the vertical subtraction algorithm to solve numerical problems up to 20"", ""Identify the tens digit and ones digit in a two-digit number""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Subtraction using vertical algorithm without borrowing (up to 20),Apply the vertical subtraction algorithm to solve numerical problems up to 20,"[""Numerals 10-20: Place value of tens and ones""]",[],[],[]
CBSE,Maths,Grade 1,Chapter 5,Subtraction-based real life problems (sum not more than 20),Determine the subtraction operation required for an orally presented real-life problem,"[""Subtraction as taking away"", ""Subtraction vocabulary: left, flew away, took away, jumped away"", ""Subtraction using vertical algorithm without borrowing (up to 20)""]","[""Identify situations that involve taking away objects from a group"", ""Interpret the words left, flew away, took away, and jumped away in a subtraction problem""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Subtraction-based real life problems (sum not more than 20),Solve orally presented subtraction word problems with sums not exceeding 20,"[""Subtraction as taking away"", ""Subtraction vocabulary: left, flew away, took away, jumped away"", ""Subtraction using vertical algorithm without borrowing (up to 20)""]","[""Determine the subtraction operation required for an orally presented real-life problem"", ""Calculate the difference of two numbers up to 20 using vertical arrangement without borrowing""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Addition as combining two groups (aggregation),Calculate the total by combining two groups of objects and writing the addition sentence,"[""Addition symbol (+) and equals symbol (=)"", ""Numerals 10-20: Matching objects and creating groups""]","[""Identify situations that involve joining two groups together"", ""Identify the addition symbol (+) and equals symbol (=) in a number sentence""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Addition as Putting Together/Joining"", ""reason"": ""The idea of combining two groups into one total is first established with small quantities before being applied within the 10-20 range.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Total of Two Combined Groups (up to 9)"", ""reason"": ""Derived from skill prerequisite: 'Combine two groups of objects concretely and count the total' (in Chapter 3) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 3"", ""skill"": ""Combine two groups of objects concretely and count the total"", ""reason"": ""Combining groups and writing an addition sentence for totals up to 20 extends the same combining procedure first practised with totals up to 9.""}]"
CBSE,Maths,Grade 1,Chapter 5,Addition as combining two groups (aggregation),Identify situations that involve joining two groups together,"[""Addition symbol (+) and equals symbol (=)"", ""Numerals 10-20: Matching objects and creating groups""]","[""Match a given numeral to the correct group of objects""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Addition as Putting Together/Joining"", ""reason"": ""The idea of combining two groups into one total is first established with small quantities before being applied within the 10-20 range.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Total of Two Combined Groups (up to 9)"", ""reason"": ""Derived from skill prerequisite: 'Combine two groups of objects concretely and count the total' (in Chapter 3) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 3"", ""skill"": ""Identify situations where two groups are being put together or joined"", ""reason"": ""Recognising joining situations is the same skill first developed with small quantities before applying it to numbers up to 20.""}]"
CBSE,Maths,Grade 1,Chapter 5,Addition as adding more to an existing group (augmentation),Calculate the new total when more objects are added to an existing group,"[""Addition using concrete objects and pictorial representations"", ""Addition as combining two groups (aggregation)""]","[""Calculate the sum of two groups using concrete objects""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Addition as adding more to an existing group (augmentation),Distinguish augmentation situations from combining-groups situations,"[""Addition using concrete objects and pictorial representations"", ""Addition as combining two groups (aggregation)""]","[""Identify situations that involve joining two groups together""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,"Addition vocabulary: altogether, total, sum, make","Interpret the words altogether, total, sum, and make in an addition problem","[""Addition symbol (+) and equals symbol (=)"", ""Addition as combining two groups (aggregation)""]","[""Identify the addition symbol (+) and equals symbol (=) in a number sentence""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,"Addition vocabulary: altogether, total, sum, make",Use addition vocabulary correctly while describing an addition situation,"[""Addition symbol (+) and equals symbol (=)"", ""Addition as combining two groups (aggregation)""]","[""Interpret the words altogether, total, sum, and make in an addition problem"", ""Identify situations that involve joining two groups together""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Addition symbol (+) and equals symbol (=),Identify the addition symbol (+) and equals symbol (=) in a number sentence,"[""Addition as combining two groups (aggregation)""]",[],"[{""chapter"": ""Chapter 3"", ""concept"": ""Representing addition symbolically (sum up to 9)"", ""reason"": ""Recognising the + and = symbols in number sentences up to 20 relies on first learning these symbols while representing sums up to 9.""}]","[{""chapter"": ""Chapter 3"", ""skill"": ""Identify the '+' and '=' symbols used in addition"", ""reason"": ""Recognising these symbols in number sentences up to 20 depends on first learning to identify them with smaller sums.""}]"
CBSE,Maths,Grade 1,Chapter 5,Addition symbol (+) and equals symbol (=),Write an addition sentence using the + and = symbols for a given situation,"[""Addition as combining two groups (aggregation)""]","[""Identify the addition symbol (+) and equals symbol (=) in a number sentence"", ""Calculate the total by combining two groups of objects and writing the addition sentence""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Representing addition symbolically (sum up to 9)"", ""reason"": ""Recognising the + and = symbols in number sentences up to 20 relies on first learning these symbols while representing sums up to 9.""}]",[]
CBSE,Maths,Grade 1,Chapter 5,Addition using concrete objects and pictorial representations,Calculate the sum of two groups using concrete objects,"[""Grouping objects into 10s"", ""Addition as combining two groups (aggregation)"", ""Subtraction using concrete objects and pictorial representations""]","[""Construct groups of ten from loose objects"", ""Identify situations that involve joining two groups together""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Addition using concrete objects and pictorial representations,Draw objects to represent addition and subtraction situations,"[""Grouping objects into 10s"", ""Addition as combining two groups (aggregation)"", ""Subtraction using concrete objects and pictorial representations""]","[""Represent objects grouped into tens using pictures"", ""Represent a subtraction situation using pictures""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Addition using a number strip (hop forward),Apply the addition operation using a number strip by hopping forward,"[""Numerals 10-20: Number sequences""]","[""Complete a number sequence by counting forward from 10 to 20""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Addition using a number strip (hop forward),Determine the sum by counting the number of forward hops on a number strip,"[""Numerals 10-20: Number sequences""]","[""Apply the addition operation using a number strip by hopping forward""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Vertical and horizontal format of addition,Calculate the sum of two single-digit numbers using horizontal and vertical formats,"[""Addition using vertical algorithm without carryover (up to 20)"", ""Fluency in addition for 1-digit numbers up to 10"", ""Addition symbol (+) and equals symbol (=)""]","[""Apply the vertical addition algorithm to solve numerical problems up to 20"", ""Apply known addition facts to quickly solve sums up to 10""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Vertical and horizontal format of addition,Convert an addition sentence from horizontal to vertical format,"[""Addition using vertical algorithm without carryover (up to 20)"", ""Fluency in addition for 1-digit numbers up to 10"", ""Addition symbol (+) and equals symbol (=)""]","[""Identify the addition symbol (+) and equals symbol (=) in a number sentence""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Number pairs that make the same sum,Identify number pairs that add up to the same sum,"[""Fluency in addition for 1-digit numbers up to 10"", ""Numerals 10-20: Comparing groups""]","[""Apply known addition facts to quickly solve sums up to 10""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Composing numbers up to 9 by addition of smaller numbers"", ""reason"": ""Finding different addend pairs that give the same sum is the same pair-finding skill first practised with numbers up to 9.""}]",[]
CBSE,Maths,Grade 1,Chapter 5,Number pairs that make the same sum,List different number pairs that add up to a given number such as 9,"[""Fluency in addition for 1-digit numbers up to 10"", ""Numerals 10-20: Comparing groups""]","[""Identify number pairs that add up to the same sum"", ""Apply known addition facts to quickly solve sums up to 10""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Composing numbers up to 9 by addition of smaller numbers"", ""reason"": ""Finding different addend pairs that give the same sum is the same pair-finding skill first practised with numbers up to 9.""}]","[{""chapter"": ""Chapter 3"", ""skill"": ""Identify different pairs of smaller numbers that combine to form a given number up to 9"", ""reason"": ""This is the direct continuation of the same pair-finding skill first practised with numbers up to 9.""}]"
CBSE,Maths,Grade 1,Chapter 5,Number pairs that make the same sum,Compare two sums to identify which is greater,"[""Fluency in addition for 1-digit numbers up to 10"", ""Numerals 10-20: Comparing groups""]","[""Apply known addition facts to quickly solve sums up to 10"", ""Compare numbers up to 20 using more than, less than, or equal to""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Composing numbers up to 9 by addition of smaller numbers"", ""reason"": ""Finding different addend pairs that give the same sum is the same pair-finding skill first practised with numbers up to 9.""}]",[]
CBSE,Maths,Grade 1,Chapter 5,Subtraction as taking away,Calculate how many objects are left after some are taken away and write the subtraction sentence,"[""Addition symbol (+) and equals symbol (=)"", ""Numerals 10-20: Matching objects and creating groups""]","[""Identify situations that involve taking away objects from a group"", ""Identify the addition symbol (+) and equals symbol (=) in a number sentence""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Subtraction as taking away,Identify situations that involve taking away objects from a group,"[""Addition symbol (+) and equals symbol (=)"", ""Numerals 10-20: Matching objects and creating groups""]","[""Match a given numeral to the correct group of objects""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,"Subtraction vocabulary: left, flew away, took away, jumped away","Interpret the words left, flew away, took away, and jumped away in a subtraction problem","[""Subtraction as taking away""]",[],[],[]
CBSE,Maths,Grade 1,Chapter 5,"Subtraction vocabulary: left, flew away, took away, jumped away",Use subtraction vocabulary correctly while describing a subtraction situation,"[""Subtraction as taking away""]","[""Interpret the words left, flew away, took away, and jumped away in a subtraction problem"", ""Identify situations that involve taking away objects from a group""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Subtraction using concrete objects and pictorial representations,Calculate the remaining quantity using concrete objects after removing some,"[""Grouping objects into 10s"", ""Subtraction as taking away""]","[""Construct groups of ten from loose objects"", ""Identify situations that involve taking away objects from a group""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Subtraction using concrete objects and pictorial representations,Represent a subtraction situation using pictures,"[""Grouping objects into 10s"", ""Subtraction as taking away""]","[""Represent objects grouped into tens using pictures"", ""Identify situations that involve taking away objects from a group""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Subtraction using a number strip (hop backward),Apply the subtraction operation using a number strip by hopping backward,"[""Numerals 10-20: Number sequences""]","[""Complete a number sequence by counting backward from 20 to 10""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Subtraction using a number strip (hop backward),Determine the difference by counting the number of backward hops on a number strip,"[""Numerals 10-20: Number sequences""]","[""Apply the subtraction operation using a number strip by hopping backward""]",[],[]
CBSE,Maths,Grade 1,Chapter 5,Hidden and visible parts of a total (part-part-whole with 10),Determine the number of hidden dots when the total and visible dots are known,"[""Numerals 10-20: Composing and decomposing numbers"", ""Grouping objects into 10s""]","[""Decompose a two-digit number into tens and ones (e.g., 17=10+7)""]","[{""chapter"": ""Chapter 4"", ""concept"": ""Number pairs that make 10"", ""reason"": ""Working out hidden dots when the total is 10 requires already knowing which number pairs combine to make 10.""}]","[{""chapter"": ""Chapter 4"", ""skill"": ""Identify number pairs that add up to 10"", ""reason"": ""Finding the hidden quantity when the total is 10 requires already knowing which number pairs combine to make 10.""}]"
CBSE,Maths,Grade 1,Chapter 5,Hidden and visible parts of a total (part-part-whole with 10),Represent the hidden and visible parts of a total pictorially,"[""Numerals 10-20: Composing and decomposing numbers"", ""Grouping objects into 10s""]","[""Represent objects grouped into tens using pictures""]","[{""chapter"": ""Chapter 4"", ""concept"": ""Number pairs that make 10"", ""reason"": ""Working out hidden dots when the total is 10 requires already knowing which number pairs combine to make 10.""}]",[]
