board,subject,grade,chapter,concept,skill,prereq_concepts_L1_same_chapter,prereq_skills_L1_same_chapter,prereq_concepts_L2_cross_chapter,prereq_skills_L2_cross_chapter
CBSE,Maths,Grade 1,Chapter 11,Matching and Grouping Objects 51-99,Create a pictorial group of objects corresponding to a given number between 51 and 99,"[""Numerals 51-99"", ""Counting Equal Groups to Find Totals""]","[""Identify numerals between 51 and 99 shown in pictorial or symbolic form""]","[{""chapter"": ""Chapter 8"", ""concept"": ""Numerals (21-50): Matching objects with numbers and creating groups"", ""reason"": ""Matching object groups to numerals and forming groups for numbers up to 50 provides the method a student extends to matching and grouping for 51-99.""}, {""chapter"": ""Chapter 8"", ""concept"": ""Grouping objects in tens"", ""reason"": ""Grouping larger quantities of objects into tens, first learned in this chapter, is needed to form and check groups of 51-99 objects.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Comparing groups"", ""reason"": ""Derived from skill prerequisite: 'Determine whether one group has more, less, or the same number of items as another' (in Chapter 5) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 8"", ""skill"": ""Create a group of objects corresponding to a given number between 21 and 50"", ""reason"": ""Drawing or forming a group of objects for a given two-digit number, practiced with 21-50, is the same skill needed for numbers 51-99.""}]"
CBSE,Maths,Grade 1,Chapter 11,Matching and Grouping Objects 51-99,Compare two pictorial groups to check whether they represent the same number,"[""Numerals 51-99"", ""Counting Equal Groups to Find Totals""]","[""Count equal groups of objects arranged in a picture""]","[{""chapter"": ""Chapter 8"", ""concept"": ""Numerals (21-50): Matching objects with numbers and creating groups"", ""reason"": ""Matching object groups to numerals and forming groups for numbers up to 50 provides the method a student extends to matching and grouping for 51-99.""}, {""chapter"": ""Chapter 8"", ""concept"": ""Grouping objects in tens"", ""reason"": ""Grouping larger quantities of objects into tens, first learned in this chapter, is needed to form and check groups of 51-99 objects.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Comparing groups"", ""reason"": ""Derived from skill prerequisite: 'Determine whether one group has more, less, or the same number of items as another' (in Chapter 5) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 5"", ""skill"": ""Determine whether one group has more, less, or the same number of items as another"", ""reason"": ""Checking whether two groups represent the same number relies on the general more/less/equal comparison skill first developed with smaller quantities.""}]"
CBSE,Maths,Grade 1,Chapter 11,Number Sequences 51-99,Count forward from a given number within 51 to 99,"[""Number Names 51-70"", ""Number Names 71-99"", ""Numerals 51-99""]",[],"[{""chapter"": ""Chapter 8"", ""concept"": ""Numerals (21-50): Number sequences by counting forward and backward"", ""reason"": ""Forward and backward counting skills built while sequencing numbers 21-50 are directly extended to sequence numbers 51-99.""}, {""chapter"": ""Chapter 8"", ""concept"": ""Number sequence and ordering (1 to 100)"", ""reason"": ""Understanding the overall ordering of numbers up to 100 is needed before a student can reason about missing or extended sequences within the narrower 51-99 band.""}]","[{""chapter"": ""Chapter 8"", ""skill"": ""Construct the next few numbers in a sequence given a starting point within 21-50"", ""reason"": ""Continuing a sequence forward from a starting number within 51-99 uses the same forward-counting procedure practiced with 21-50.""}]"
CBSE,Maths,Grade 1,Chapter 11,Number Sequences 51-99,Count backward from a given number within 51 to 99,"[""Number Names 51-70"", ""Number Names 71-99"", ""Numerals 51-99""]","[""Count forward from a given number within 51 to 99""]","[{""chapter"": ""Chapter 8"", ""concept"": ""Numerals (21-50): Number sequences by counting forward and backward"", ""reason"": ""Forward and backward counting skills built while sequencing numbers 21-50 are directly extended to sequence numbers 51-99.""}, {""chapter"": ""Chapter 8"", ""concept"": ""Number sequence and ordering (1 to 100)"", ""reason"": ""Understanding the overall ordering of numbers up to 100 is needed before a student can reason about missing or extended sequences within the narrower 51-99 band.""}]","[{""chapter"": ""Chapter 8"", ""skill"": ""Count backwards from a given number up to 100"", ""reason"": ""Backward counting within 51-99 is a specific application of the general backward-counting skill up to 100 already taught.""}]"
CBSE,Maths,Grade 1,Chapter 11,Number Sequences 51-99,Determine the missing number in a sequence between 51 and 99,"[""Number Names 51-70"", ""Number Names 71-99"", ""Numerals 51-99""]","[""Count forward from a given number within 51 to 99"", ""Count backward from a given number within 51 to 99""]","[{""chapter"": ""Chapter 8"", ""concept"": ""Numerals (21-50): Number sequences by counting forward and backward"", ""reason"": ""Forward and backward counting skills built while sequencing numbers 21-50 are directly extended to sequence numbers 51-99.""}, {""chapter"": ""Chapter 8"", ""concept"": ""Number sequence and ordering (1 to 100)"", ""reason"": ""Understanding the overall ordering of numbers up to 100 is needed before a student can reason about missing or extended sequences within the narrower 51-99 band.""}]","[{""chapter"": ""Chapter 8"", ""skill"": ""Fill in missing numbers in a sequence from 1 to 100"", ""reason"": ""Finding a missing number within 51-99 requires the general skill of identifying gaps in a number sequence up to 100.""}]"
CBSE,Maths,Grade 1,Chapter 11,Number Sequences 51-99,Solve problems that require extending a given number sequence between 51 and 99,"[""Number Names 51-70"", ""Number Names 71-99"", ""Numerals 51-99""]","[""Determine the missing number in a sequence between 51 and 99""]","[{""chapter"": ""Chapter 8"", ""concept"": ""Numerals (21-50): Number sequences by counting forward and backward"", ""reason"": ""Forward and backward counting skills built while sequencing numbers 21-50 are directly extended to sequence numbers 51-99.""}, {""chapter"": ""Chapter 8"", ""concept"": ""Number sequence and ordering (1 to 100)"", ""reason"": ""Understanding the overall ordering of numbers up to 100 is needed before a student can reason about missing or extended sequences within the narrower 51-99 band.""}]","[{""chapter"": ""Chapter 8"", ""skill"": ""Sequence given numbers up to 100 in increasing or decreasing order"", ""reason"": ""Extending a sequence within 51-99 depends on already being able to order numbers up to 100 in increasing or decreasing order.""}]"
CBSE,Maths,Grade 1,Chapter 11,Repeated Addition of Equal Groups,Count the number of equal groups in a given situation,"[""Matching and Grouping Objects 51-99""]",[],"[{""chapter"": ""Chapter 3"", ""concept"": ""Addition as Putting Together/Joining"", ""reason"": ""Repeatedly adding equal groups is an extension of the basic idea of joining two groups together, which must already be understood.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Total of Two Combined Groups (up to 9)"", ""reason"": ""Derived from skill prerequisite: 'Calculate the total quantity when two groups are combined (sum not exceeding 9)' (in Chapter 3) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 6"", ""concept"": ""Addition of two-digit and single-digit numbers"", ""reason"": ""Derived from skill prerequisite: 'Solve one-step word problems involving addition' (in Chapter 6) is a prerequisite of a skill under this concept.""}]",[]
CBSE,Maths,Grade 1,Chapter 11,Repeated Addition of Equal Groups,Add equal groups repeatedly to find the total,"[""Matching and Grouping Objects 51-99""]","[""Count the number of equal groups in a given situation""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Addition as Putting Together/Joining"", ""reason"": ""Repeatedly adding equal groups is an extension of the basic idea of joining two groups together, which must already be understood.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Total of Two Combined Groups (up to 9)"", ""reason"": ""Derived from skill prerequisite: 'Calculate the total quantity when two groups are combined (sum not exceeding 9)' (in Chapter 3) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 6"", ""concept"": ""Addition of two-digit and single-digit numbers"", ""reason"": ""Derived from skill prerequisite: 'Solve one-step word problems involving addition' (in Chapter 6) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 3"", ""skill"": ""Calculate the total quantity when two groups are combined (sum not exceeding 9)"", ""reason"": ""Repeatedly adding equal groups builds on the basic ability to find the total when groups of objects are combined.""}]"
CBSE,Maths,Grade 1,Chapter 11,Repeated Addition of Equal Groups,"Solve simple repeated addition problems in real-life contexts such as seats, bottles, and food items","[""Matching and Grouping Objects 51-99""]","[""Add equal groups repeatedly to find the total""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Addition as Putting Together/Joining"", ""reason"": ""Repeatedly adding equal groups is an extension of the basic idea of joining two groups together, which must already be understood.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Total of Two Combined Groups (up to 9)"", ""reason"": ""Derived from skill prerequisite: 'Calculate the total quantity when two groups are combined (sum not exceeding 9)' (in Chapter 3) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 6"", ""concept"": ""Addition of two-digit and single-digit numbers"", ""reason"": ""Derived from skill prerequisite: 'Solve one-step word problems involving addition' (in Chapter 6) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 6"", ""skill"": ""Solve one-step word problems involving addition"", ""reason"": ""Translating a real-life scenario into a repeated addition problem depends on the earlier-developed ability to interpret and solve one-step addition word problems.""}]"
CBSE,Maths,Grade 1,Chapter 11,Concept of 'How Many Times' (Introduction to Multiplication),"Express repeated addition using the phrase 'times' (e.g., 4 times 2)","[""Repeated Addition of Equal Groups""]","[""Add equal groups repeatedly to find the total""]",[],[]
CBSE,Maths,Grade 1,Chapter 11,Concept of 'How Many Times' (Introduction to Multiplication),Identify the number of times a group is repeated in a given situation,"[""Repeated Addition of Equal Groups""]","[""Count the number of equal groups in a given situation""]",[],[]
CBSE,Maths,Grade 1,Chapter 11,Counting Equal Groups to Find Totals,Count equal groups of objects arranged in a picture,"[""Repeated Addition of Equal Groups""]",[],"[{""chapter"": ""Chapter 3"", ""concept"": ""Adding 1-digit numbers pictorially (sum up to 9)"", ""reason"": ""Derived from skill prerequisite: 'Calculate the sum of two 1-digit numbers shown pictorially' (in Chapter 3) is a prerequisite of a skill under this concept.""}]",[]
CBSE,Maths,Grade 1,Chapter 11,Counting Equal Groups to Find Totals,Calculate the total number of objects arranged in equal groups,"[""Repeated Addition of Equal Groups""]","[""Count equal groups of objects arranged in a picture""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Adding 1-digit numbers pictorially (sum up to 9)"", ""reason"": ""Derived from skill prerequisite: 'Calculate the sum of two 1-digit numbers shown pictorially' (in Chapter 3) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 3"", ""skill"": ""Calculate the sum of two 1-digit numbers shown pictorially"", ""reason"": ""Finding the total of objects arranged in equal groups builds on the earlier pictorial addition skill of summing quantities shown as pictures.""}]"
CBSE,Maths,Grade 1,Chapter 11,Counting Equal Groups to Find Totals,Draw and count equal groups to find totals in a project activity,"[""Repeated Addition of Equal Groups""]","[""Count equal groups of objects arranged in a picture"", ""Calculate the total number of objects arranged in equal groups""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Adding 1-digit numbers pictorially (sum up to 9)"", ""reason"": ""Derived from skill prerequisite: 'Calculate the sum of two 1-digit numbers shown pictorially' (in Chapter 3) is a prerequisite of a skill under this concept.""}]",[]
CBSE,Maths,Grade 1,Chapter 11,Representing Repeated Addition with Numbers,Represent a repeated addition situation using numbers,"[""Repeated Addition of Equal Groups"", ""Concept of 'How Many Times' (Introduction to Multiplication)"", ""Counting Equal Groups to Find Totals""]","[""Add equal groups repeatedly to find the total"", ""Express repeated addition using the phrase 'times' (e.g., 4 times 2)""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Addition symbol (+) and equals symbol (=)"", ""reason"": ""Writing a repeated addition statement requires already knowing how the + and = symbols are used to record an addition sentence.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Representing addition symbolically (sum up to 9)"", ""reason"": ""Derived from skill prerequisite: 'Construct an addition number sentence for a given combining situation' (in Chapter 3) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Vertical and horizontal format of addition"", ""reason"": ""Derived from skill prerequisite: 'Calculate the sum of two single-digit numbers using horizontal and vertical formats' (in Chapter 5) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 5"", ""skill"": ""Write an addition sentence using the + and = symbols for a given situation"", ""reason"": ""Writing a repeated addition situation numerically requires already knowing how to form an addition sentence with + and = symbols.""}]"
CBSE,Maths,Grade 1,Chapter 11,Representing Repeated Addition with Numbers,Write the repeated addition statement for a given picture of equal groups,"[""Repeated Addition of Equal Groups"", ""Concept of 'How Many Times' (Introduction to Multiplication)"", ""Counting Equal Groups to Find Totals""]","[""Represent a repeated addition situation using numbers"", ""Count equal groups of objects arranged in a picture""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Addition symbol (+) and equals symbol (=)"", ""reason"": ""Writing a repeated addition statement requires already knowing how the + and = symbols are used to record an addition sentence.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Representing addition symbolically (sum up to 9)"", ""reason"": ""Derived from skill prerequisite: 'Construct an addition number sentence for a given combining situation' (in Chapter 3) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Vertical and horizontal format of addition"", ""reason"": ""Derived from skill prerequisite: 'Calculate the sum of two single-digit numbers using horizontal and vertical formats' (in Chapter 5) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 3"", ""skill"": ""Construct an addition number sentence for a given combining situation"", ""reason"": ""Writing a repeated addition statement is an extension of constructing an addition number sentence for a combining situation, a skill developed earlier.""}]"
CBSE,Maths,Grade 1,Chapter 11,Representing Repeated Addition with Numbers,Determine the total by writing and solving the repeated addition expression,"[""Repeated Addition of Equal Groups"", ""Concept of 'How Many Times' (Introduction to Multiplication)"", ""Counting Equal Groups to Find Totals""]","[""Write the repeated addition statement for a given picture of equal groups"", ""Add equal groups repeatedly to find the total""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Addition symbol (+) and equals symbol (=)"", ""reason"": ""Writing a repeated addition statement requires already knowing how the + and = symbols are used to record an addition sentence.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Representing addition symbolically (sum up to 9)"", ""reason"": ""Derived from skill prerequisite: 'Construct an addition number sentence for a given combining situation' (in Chapter 3) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Vertical and horizontal format of addition"", ""reason"": ""Derived from skill prerequisite: 'Calculate the sum of two single-digit numbers using horizontal and vertical formats' (in Chapter 5) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 5"", ""skill"": ""Calculate the sum of two single-digit numbers using horizontal and vertical formats"", ""reason"": ""Solving a repeated addition expression requires fluency in calculating sums of single-digit numbers already built in earlier addition work.""}]"
