board,subject,grade,chapter,concept,skill,prereq_concepts_L1_same_chapter,prereq_skills_L1_same_chapter,prereq_concepts_L2_cross_chapter,prereq_skills_L2_cross_chapter
CBSE,Maths,Grade 1,Chapter 13,Addition and subtraction within small numbers,Calculate the answer to day-to-day addition problems involving numbers up to 9,"[""Counting and comparing groups of objects""]","[""Count objects in a picture or collection and record the total""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Adding 1-digit numbers pictorially (sum up to 9)"", ""reason"": ""Using addition within small numbers in puzzles relies on the pictorial addition skill for sums up to 9 taught earlier.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Fluency in subtraction (1-1 digit and 2-1 digit, including 0)"", ""reason"": ""Solving small-number subtraction in this chapter's puzzles requires the subtraction fact fluency established earlier.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Representing addition symbolically (sum up to 9)"", ""reason"": ""Derived from skill prerequisite: 'Calculate the sum using the symbolic addition statement (not exceeding 9)' (in Chapter 3) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 3"", ""skill"": ""Calculate the sum using the symbolic addition statement (not exceeding 9)"", ""reason"": ""Solving day-to-day addition problems up to 9 relies directly on the earlier-taught symbolic addition skill for the same number range.""}]"
CBSE,Maths,Grade 1,Chapter 13,Addition and subtraction within small numbers,Calculate the answer to day-to-day subtraction problems involving numbers up to 9,"[""Counting and comparing groups of objects""]","[""Count objects in a picture or collection and record the total""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Adding 1-digit numbers pictorially (sum up to 9)"", ""reason"": ""Using addition within small numbers in puzzles relies on the pictorial addition skill for sums up to 9 taught earlier.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Fluency in subtraction (1-1 digit and 2-1 digit, including 0)"", ""reason"": ""Solving small-number subtraction in this chapter's puzzles requires the subtraction fact fluency established earlier.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Representing addition symbolically (sum up to 9)"", ""reason"": ""Derived from skill prerequisite: 'Calculate the sum using the symbolic addition statement (not exceeding 9)' (in Chapter 3) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 5"", ""skill"": ""Calculate subtraction facts for 1-digit minus 1-digit numbers including zero"", ""reason"": ""Solving day-to-day subtraction problems up to 9 relies on the earlier-taught basic subtraction fact fluency.""}]"
CBSE,Maths,Grade 1,Chapter 13,Addition and subtraction within small numbers,Verify the solution of a day-to-day problem by counting objects or pictures,"[""Counting and comparing groups of objects""]","[""Count objects in a picture or collection and record the total""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Adding 1-digit numbers pictorially (sum up to 9)"", ""reason"": ""Using addition within small numbers in puzzles relies on the pictorial addition skill for sums up to 9 taught earlier.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Fluency in subtraction (1-1 digit and 2-1 digit, including 0)"", ""reason"": ""Solving small-number subtraction in this chapter's puzzles requires the subtraction fact fluency established earlier.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Representing addition symbolically (sum up to 9)"", ""reason"": ""Derived from skill prerequisite: 'Calculate the sum using the symbolic addition statement (not exceeding 9)' (in Chapter 3) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 3"", ""skill"": ""Verify the pictorial sum by counting all objects together"", ""reason"": ""Verifying a solution by counting objects directly reuses the earlier-taught skill of checking pictorial sums by counting.""}]"
CBSE,Maths,Grade 1,Chapter 13,Equal sums on both sides of an arrangement,Fill numbers in a set of balls so that the sum on both sides is equal,"[""Addition and subtraction within small numbers""]","[""Calculate the answer to day-to-day addition problems involving numbers up to 9""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Number pairs that make the same sum"", ""reason"": ""Arranging numbers so both sides give the same sum directly depends on the earlier concept of finding number pairs with equal sums.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Composing numbers up to 9 by addition of smaller numbers"", ""reason"": ""Derived from skill prerequisite: 'Calculate all possible addition combinations that make a given number up to 9' (in Chapter 3) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 5"", ""skill"": ""Identify number pairs that add up to the same sum"", ""reason"": ""Balancing sums on both sides requires the earlier skill of identifying number pairs that produce equal sums.""}]"
CBSE,Maths,Grade 1,Chapter 13,Equal sums on both sides of an arrangement,Apply addition or subtraction to reach a target centre number,"[""Addition and subtraction within small numbers""]","[""Calculate the answer to day-to-day addition problems involving numbers up to 9"", ""Calculate the answer to day-to-day subtraction problems involving numbers up to 9""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Number pairs that make the same sum"", ""reason"": ""Arranging numbers so both sides give the same sum directly depends on the earlier concept of finding number pairs with equal sums.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Composing numbers up to 9 by addition of smaller numbers"", ""reason"": ""Derived from skill prerequisite: 'Calculate all possible addition combinations that make a given number up to 9' (in Chapter 3) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 3"", ""skill"": ""Calculate all possible addition combinations that make a given number up to 9"", ""reason"": ""Reaching a target number through addition depends on the earlier skill of finding all addition combinations for a given number.""}]"
CBSE,Maths,Grade 1,Chapter 13,Patterns in rows and columns (grid/matrix puzzles),Arrange given numbers in a grid so that each row and column has the same total,"[""Addition and subtraction within small numbers""]","[""Calculate the answer to day-to-day addition problems involving numbers up to 9""]","[{""chapter"": ""Chapter 9"", ""concept"": ""Patterns using shapes and objects"", ""reason"": ""Recognising and completing grid/matrix arrangements of shapes builds on the earlier concept of identifying patterns in shapes and objects.""}, {""chapter"": ""Chapter 9"", ""concept"": ""Number patterns"", ""reason"": ""Working with numeric grid puzzles depends on the earlier-taught concept of recognising number patterns.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Number pairs that make the same sum"", ""reason"": ""Derived from skill prerequisite: 'Identify number pairs that add up to the same sum' (in Chapter 5) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 5"", ""skill"": ""Identify number pairs that add up to the same sum"", ""reason"": ""Arranging numbers for equal row and column totals depends on the earlier skill of finding numbers that add to the same sum.""}]"
CBSE,Maths,Grade 1,Chapter 13,Patterns in rows and columns (grid/matrix puzzles),Extend a given pattern or arrangement of objects,"[""Addition and subtraction within small numbers""]",[],"[{""chapter"": ""Chapter 9"", ""concept"": ""Patterns using shapes and objects"", ""reason"": ""Recognising and completing grid/matrix arrangements of shapes builds on the earlier concept of identifying patterns in shapes and objects.""}, {""chapter"": ""Chapter 9"", ""concept"": ""Number patterns"", ""reason"": ""Working with numeric grid puzzles depends on the earlier-taught concept of recognising number patterns.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Number pairs that make the same sum"", ""reason"": ""Derived from skill prerequisite: 'Identify number pairs that add up to the same sum' (in Chapter 5) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 9"", ""skill"": ""Extend a given pattern by drawing the next elements"", ""reason"": ""This target skill directly reuses the earlier-taught ability to extend a pattern by continuing its next elements.""}]"
CBSE,Maths,Grade 1,Chapter 13,"Number positions (just before, just after, between)","Identify numbers that come just before, just after, or between given numbers","[""Number recognition and number names (1 to 10)""]","[""Recognise numerals from visual or partially hidden representations""]","[{""chapter"": ""Chapter 8"", ""concept"": ""Number sequence and ordering (1 to 100)"", ""reason"": ""Determining what comes before, after, or between numbers depends on the sense of number order established while learning sequencing up to 100.""}]","[{""chapter"": ""Chapter 8"", ""skill"": ""Identify numbers that come between two given numbers"", ""reason"": ""This target skill directly extends the earlier-taught skill of finding numbers between two given numbers.""}]"
CBSE,Maths,Grade 1,Chapter 13,Repeated subtraction,Calculate how many times a number can be subtracted from a larger number,"[""Addition and subtraction within small numbers""]","[""Calculate the answer to day-to-day subtraction problems involving numbers up to 9""]","[{""chapter"": ""Chapter 11"", ""concept"": ""Concept of 'How Many Times' (Introduction to Multiplication)"", ""reason"": ""Counting how many times a number can be subtracted relies on the earlier-introduced notion of counting 'how many times' a group repeats.""}]","[{""chapter"": ""Chapter 11"", ""skill"": ""Identify the number of times a group is repeated in a given situation"", ""reason"": ""Counting how many times subtraction can be repeated relies on the earlier skill of counting how many times a group repeats.""}]"
CBSE,Maths,Grade 1,Chapter 13,Coin values and minimum number of coins,Determine the minimum number of coins needed to make a given amount,[],"[""Select coins from a chart whose total value equals a given amount""]","[{""chapter"": ""Chapter 12"", ""concept"": ""Identification of coins (₹1, ₹2, ₹5, ₹10)"", ""reason"": ""Determining minimum coins for an amount requires first knowing the values of the different coin denominations.""}, {""chapter"": ""Chapter 12"", ""concept"": ""Combinations of coins and notes to make a given amount"", ""reason"": ""Finding the minimum number of coins builds on the earlier skill of forming combinations of coins to reach a given amount.""}, {""chapter"": ""Chapter 12"", ""concept"": ""Calculating total amount of money"", ""reason"": ""Derived from skill prerequisite: 'Calculate the total amount of money from given coins and notes' (in Chapter 12) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 12"", ""skill"": ""Form different combinations of coins and notes to make a given amount"", ""reason"": ""Finding the minimum coins needed depends on first being able to form combinations of coins that make a given amount.""}, {""chapter"": ""Chapter 12"", ""skill"": ""Identify coins of different denominations"", ""reason"": ""Determining minimum coins requires knowing the values of the different coin denominations first.""}]"
CBSE,Maths,Grade 1,Chapter 13,Coin values and minimum number of coins,Select coins from a chart whose total value equals a given amount,[],[],"[{""chapter"": ""Chapter 12"", ""concept"": ""Identification of coins (₹1, ₹2, ₹5, ₹10)"", ""reason"": ""Determining minimum coins for an amount requires first knowing the values of the different coin denominations.""}, {""chapter"": ""Chapter 12"", ""concept"": ""Combinations of coins and notes to make a given amount"", ""reason"": ""Finding the minimum number of coins builds on the earlier skill of forming combinations of coins to reach a given amount.""}, {""chapter"": ""Chapter 12"", ""concept"": ""Calculating total amount of money"", ""reason"": ""Derived from skill prerequisite: 'Calculate the total amount of money from given coins and notes' (in Chapter 12) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 12"", ""skill"": ""Calculate the total amount of money from given coins and notes"", ""reason"": ""Selecting coins to match a target amount depends on the earlier skill of totalling the value of a set of coins.""}, {""chapter"": ""Chapter 12"", ""skill"": ""Identify coins of different denominations"", ""reason"": ""Selecting the correct coins from a chart requires first recognising the different coin denominations.""}]"
CBSE,Maths,Grade 1,Chapter 13,Shadow matching and spatial reasoning,Identify the identical shadow image from a set of options,[],[],"[{""chapter"": ""Chapter 2"", ""concept"": ""Identifying and matching similar shapes"", ""reason"": ""Matching an object to its shadow silhouette requires the basic shape-matching ability taught earlier.""}]","[{""chapter"": ""Chapter 2"", ""skill"": ""Match objects that are similar in shape"", ""reason"": ""Matching a shadow to its object requires the earlier-developed ability to match objects that are similar in shape.""}]"
CBSE,Maths,Grade 1,Chapter 13,Symmetric and mirror image recognition,Identify the mirror image of a given shape or picture,"[""Shadow matching and spatial reasoning""]","[""Identify the identical shadow image from a set of options""]","[{""chapter"": ""Chapter 2"", ""concept"": ""Identifying and matching similar shapes"", ""reason"": ""Recognising mirror images depends on the earlier-developed ability to identify and match similar shapes.""}]","[{""chapter"": ""Chapter 2"", ""skill"": ""Match objects that are similar in shape"", ""reason"": ""Recognising a mirror image relies on the earlier-developed skill of matching similarly shaped objects.""}]"
CBSE,Maths,Grade 1,Chapter 13,Sum of digits of a number,Calculate the sum of digits of a given number,"[""Number recognition and number names (1 to 10)""]","[""Recognise numerals from visual or partially hidden representations""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Place value of tens and ones"", ""reason"": ""Adding the digits of a number requires first being able to identify its tens and ones digits, taught in this place-value concept.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Composing numbers up to 9 by addition of smaller numbers"", ""reason"": ""Derived from skill prerequisite: 'Calculate all possible addition combinations that make a given number up to 9' (in Chapter 3) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 5"", ""skill"": ""Identify the tens digit and ones digit in a two-digit number"", ""reason"": ""Adding the digits of a number requires first being able to identify its individual tens and ones digits.""}]"
CBSE,Maths,Grade 1,Chapter 13,Sum of digits of a number,"Choose a combination of three numbers to achieve a maximum, minimum, or target sum","[""Number recognition and number names (1 to 10)""]","[""Calculate the sum of digits of a given number""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Place value of tens and ones"", ""reason"": ""Adding the digits of a number requires first being able to identify its tens and ones digits, taught in this place-value concept.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Composing numbers up to 9 by addition of smaller numbers"", ""reason"": ""Derived from skill prerequisite: 'Calculate all possible addition combinations that make a given number up to 9' (in Chapter 3) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 3"", ""skill"": ""Calculate all possible addition combinations that make a given number up to 9"", ""reason"": ""Choosing number combinations for a target sum builds on the earlier skill of finding all addition combinations for a number.""}]"
CBSE,Maths,Grade 1,Chapter 13,Finding missing numbers using addition and subtraction clues,Solve for an unknown value using simple addition equations,"[""Addition and subtraction within small numbers""]","[""Calculate the answer to day-to-day addition problems involving numbers up to 9""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Composing numbers up to 9 by addition of smaller numbers"", ""reason"": ""Solving for a missing number from addition clues depends on the earlier skill of composing numbers from smaller addends.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Addition symbol (+) and equals symbol (=)"", ""reason"": ""Derived from skill prerequisite: 'Write an addition sentence using the + and = symbols for a given situation' (in Chapter 5) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Fluency in subtraction (1-1 digit and 2-1 digit, including 0)"", ""reason"": ""Derived from skill prerequisite: 'Calculate subtraction facts for 1-digit minus 1-digit numbers including zero' (in Chapter 5) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 5"", ""skill"": ""Write an addition sentence using the + and = symbols for a given situation"", ""reason"": ""Solving for an unknown in an addition equation requires understanding the structure of addition sentences with + and = symbols.""}]"
CBSE,Maths,Grade 1,Chapter 13,Finding missing numbers using addition and subtraction clues,Determine a missing number using subtraction clues,"[""Addition and subtraction within small numbers""]","[""Calculate the answer to day-to-day subtraction problems involving numbers up to 9""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Composing numbers up to 9 by addition of smaller numbers"", ""reason"": ""Solving for a missing number from addition clues depends on the earlier skill of composing numbers from smaller addends.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Addition symbol (+) and equals symbol (=)"", ""reason"": ""Derived from skill prerequisite: 'Write an addition sentence using the + and = symbols for a given situation' (in Chapter 5) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Fluency in subtraction (1-1 digit and 2-1 digit, including 0)"", ""reason"": ""Derived from skill prerequisite: 'Calculate subtraction facts for 1-digit minus 1-digit numbers including zero' (in Chapter 5) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 5"", ""skill"": ""Calculate subtraction facts for 1-digit minus 1-digit numbers including zero"", ""reason"": ""Working out a missing number from subtraction clues depends on the earlier-established fluency with basic subtraction facts.""}]"
CBSE,Maths,Grade 1,Chapter 13,Problem solving in real-life situations,Identify the mathematical operation needed to solve a given real-life situation,"[""Addition and subtraction within small numbers""]","[""Calculate the answer to day-to-day addition problems involving numbers up to 9"", ""Calculate the answer to day-to-day subtraction problems involving numbers up to 9""]","[{""chapter"": ""Chapter 6"", ""concept"": ""Multi-step word problems involving addition and subtraction"", ""reason"": ""Solving real-life problems in this chapter builds on the earlier-developed ability to work through multi-step addition/subtraction word problems.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Addition-based real life problems (numbers up to 20)"", ""reason"": ""Derived from skill prerequisite: 'Determine the addition operation required for an orally presented real-life problem' (in Chapter 5) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Subtraction-based real life problems (sum not more than 20)"", ""reason"": ""Derived from skill prerequisite: 'Determine the subtraction operation required for an orally presented real-life problem' (in Chapter 5) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 6"", ""concept"": ""Addition of two-digit and single-digit numbers"", ""reason"": ""Derived from skill prerequisite: 'Solve one-step word problems involving addition' (in Chapter 6) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 6"", ""concept"": ""Subtraction of numbers up to 18"", ""reason"": ""Derived from skill prerequisite: 'Solve one-step word problems involving subtraction' (in Chapter 6) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 5"", ""skill"": ""Determine the addition operation required for an orally presented real-life problem"", ""reason"": ""Identifying when addition is needed builds directly on the earlier-taught skill of recognising addition situations in real-life problems.""}, {""chapter"": ""Chapter 5"", ""skill"": ""Determine the subtraction operation required for an orally presented real-life problem"", ""reason"": ""Identifying when subtraction is needed builds directly on the earlier-taught skill of recognising subtraction situations in real-life problems.""}]"
CBSE,Maths,Grade 1,Chapter 13,Problem solving in real-life situations,Formulate a simple addition or subtraction problem from a day-to-day scenario,"[""Addition and subtraction within small numbers""]","[""Identify the mathematical operation needed to solve a given real-life situation""]","[{""chapter"": ""Chapter 6"", ""concept"": ""Multi-step word problems involving addition and subtraction"", ""reason"": ""Solving real-life problems in this chapter builds on the earlier-developed ability to work through multi-step addition/subtraction word problems.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Addition-based real life problems (numbers up to 20)"", ""reason"": ""Derived from skill prerequisite: 'Determine the addition operation required for an orally presented real-life problem' (in Chapter 5) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Subtraction-based real life problems (sum not more than 20)"", ""reason"": ""Derived from skill prerequisite: 'Determine the subtraction operation required for an orally presented real-life problem' (in Chapter 5) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 6"", ""concept"": ""Addition of two-digit and single-digit numbers"", ""reason"": ""Derived from skill prerequisite: 'Solve one-step word problems involving addition' (in Chapter 6) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 6"", ""concept"": ""Subtraction of numbers up to 18"", ""reason"": ""Derived from skill prerequisite: 'Solve one-step word problems involving subtraction' (in Chapter 6) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 6"", ""skill"": ""Solve one-step word problems involving addition"", ""reason"": ""Formulating an addition problem from a scenario requires first understanding how one-step addition word problems are structured and solved.""}, {""chapter"": ""Chapter 6"", ""skill"": ""Solve one-step word problems involving subtraction"", ""reason"": ""Formulating a subtraction problem from a scenario requires first understanding how one-step subtraction word problems are structured and solved.""}]"
