board,subject,grade,chapter,concept,skill,prereq_concepts_L1_same_chapter,prereq_skills_L1_same_chapter,prereq_concepts_L2_cross_chapter,prereq_skills_L2_cross_chapter
CBSE,Environmental Science,Grade 3,Chapter08_Food_We_Eat,Different Tastes of Food,"Identify different tastes found in food items such as sweet, sour, spicy and bitter",[],[],[],[]
CBSE,Environmental Science,Grade 3,Chapter08_Food_We_Eat,Reasons Why We Eat and Drink,Explain why humans need to eat and drink,[],[],[],[]
CBSE,Environmental Science,Grade 3,Chapter08_Food_We_Eat,Balanced Diet and Healthy Eating,Describe the importance of a balanced diet for health,"[{""item"": ""Reasons Why We Eat and Drink"", ""reason"": ""Understanding the importance of a balanced diet for health builds on first knowing why the body needs food and drink at all.""}]","[{""item"": ""Explain why humans need to eat and drink"", ""reason"": ""Understanding the importance of a balanced diet requires first knowing the basic reason humans need food and drink.""}]",[],[]
CBSE,Environmental Science,Grade 3,Chapter08_Food_We_Eat,Balanced Diet and Healthy Eating,Explain how eating varied and home-cooked food contributes to good health,"[{""item"": ""Reasons Why We Eat and Drink"", ""reason"": ""Understanding the importance of a balanced diet for health builds on first knowing why the body needs food and drink at all.""}]","[{""item"": ""Describe the importance of a balanced diet for health"", ""reason"": ""Explaining how varied home-cooked food contributes to health builds on first understanding why a balanced diet matters for health.""}]",[],[]
CBSE,Environmental Science,Grade 3,Chapter08_Food_We_Eat,Seasonal Foods (Summer and Winter),Distinguish between foods eaten in summer and winter,"[{""item"": ""Variety in Food Items"", ""reason"": ""Distinguishing seasonal foods requires first recognizing the broader variety of food items that exist.""}]",[],[],[]
CBSE,Environmental Science,Grade 3,Chapter08_Food_We_Eat,Seasonal Foods (Summer and Winter),List fruits and vegetables specific to different seasons,"[{""item"": ""Variety in Food Items"", ""reason"": ""Distinguishing seasonal foods requires first recognizing the broader variety of food items that exist.""}]","[{""item"": ""Distinguish between foods eaten in summer and winter"", ""reason"": ""Listing specific seasonal fruits and vegetables builds on first being able to distinguish which foods generally belong to summer versus winter.""}]",[],[]
CBSE,Environmental Science,Grade 3,Chapter08_Food_We_Eat,Importance of Drinking Water,"Explain why the body needs water, especially in summer",[],[],[],[]
CBSE,Environmental Science,Grade 3,Chapter08_Food_We_Eat,Source of Food (Plants and Animals),Classify food items based on their plant or animal origin,[],[],[],[]
CBSE,Environmental Science,Grade 3,Chapter08_Food_We_Eat,Edible Parts of Plants,"Identify which part of a plant (leaf, root, stem, fruit, seed) a food item comes from","[{""item"": ""Source of Food (Plants and Animals)"", ""reason"": ""A student must first know that food originates from plants before identifying which specific plant part (leaf, root, stem, fruit, seed) it comes from.""}]","[{""item"": ""Classify food items based on their plant or animal origin"", ""reason"": ""A student must first classify a food as plant-based before they can determine which specific plant part it comes from.""}]","[{""chapter"": ""Chapter04_Getting_to_Know_Plants"", ""concept"": ""Parts of a plant (roots, stem, leaves, flowers, fruits, seeds)"", ""reason"": ""A student must know the names and locations of plant parts (root, stem, leaf, fruit, seed, flower) before they can determine which specific part a given food item comes from.""}]","[{""chapter"": ""Chapter04_Getting_to_Know_Plants"", ""skill"": ""Identify the parts of a plant such as root, stem, leaf, flower, fruit and seed"", ""reason"": ""Recognizing which plant part a food comes from requires first being able to identify and name the different parts of a plant.""}]"
CBSE,Environmental Science,Grade 3,Chapter08_Food_We_Eat,Animal-Based Food Items,List food items obtained from animals,"[{""item"": ""Source of Food (Plants and Animals)"", ""reason"": ""Recognizing that foods can be classified as animal-based requires first understanding the plant vs animal origin classification.""}]","[{""item"": ""Classify food items based on their plant or animal origin"", ""reason"": ""Listing animal-based foods requires first being able to classify foods as animal-based versus plant-based.""}]",[],[]
CBSE,Environmental Science,Grade 3,Chapter08_Food_We_Eat,"Non-Plant, Non-Animal Food Ingredients",Identify food ingredients that are neither plant-based nor animal-based,"[{""item"": ""Source of Food (Plants and Animals)"", ""reason"": ""Identifying ingredients that are neither plant nor animal based requires first understanding the plant/animal classification system to know what falls outside it.""}]","[{""item"": ""Classify food items based on their plant or animal origin"", ""reason"": ""Recognizing ingredients that fall outside plant/animal origin requires first mastering the classification of foods by plant or animal origin.""}]",[],[]
CBSE,Environmental Science,Grade 3,Chapter08_Food_We_Eat,Sharing Food and Food Waste,Explain the importance of avoiding food wastage,[],[],[],[]
CBSE,Environmental Science,Grade 3,Chapter08_Food_We_Eat,Sharing Food and Food Waste,Suggest ways to reduce food waste at home,[],"[{""item"": ""Explain the importance of avoiding food wastage"", ""reason"": ""Suggesting practical ways to reduce waste requires first understanding why avoiding food wastage matters.""}]",[],[]
CBSE,Environmental Science,Grade 3,Chapter08_Food_We_Eat,Daily Food Habits,Draw and label food items eaten during different times of the day,[],[],[],[]
